mmsi,updatetime,经度,纬度,航向,速度,艏向,转向率,数据类型,航行状态,异常信息,静态信息更新时间,汇报ETA时间,汇报目的港,吃水,船名,呼号,imo号,船长,船宽
413314050,2022-06-23 17:39:00,109.4810133,18.22749833,19.5,8.2,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413314050,2022-06-23 17:16:00,109.4704667,18.20786333,351.0,2.6,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413314050,2022-06-23 16:20:00,109.4704267,18.20788333,352.2,3.8,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413314530,2022-06-23 14:43:00,109.503815,18.23375333,0.0,0.1,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413314530,2022-06-23 16:02:00,109.48346,18.22415667,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413314530,2022-06-23 15:56:00,109.4834733,18.22418667,0.0,0.1,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413314530,2022-06-23 17:07:00,109.50383,18.23371667,0.0,9.6,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413314530,2022-06-23 15:20:00,109.495165,18.235555,276.8,5.1,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413315350,2022-06-23 11:32:00,109.4815267,18.23088833,55.5,5.9,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413315350,2022-06-23 18:01:00,109.5114233,18.23077667,339.6,8.3,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413315350,2022-06-23 11:20:00,109.4798,18.22808333,192.3,0.4,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413315350,2022-06-23 20:23:00,109.4802083,18.22531833,62.7,0.0,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413315350,2022-06-23 14:13:00,109.5015133,18.232875,133.9,5.0,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413336940,2022-06-23 18:03:00,109.47842,18.22984333,60.2,5.1,59,0.0,娱乐船,,,2022/6/23 18:12,__,,2.3,YU HAN 05,,0.0,11.0,4.0
413336940,2022-06-23 17:41:00,109.4805867,18.22733833,231.7,0.4,76,0.0,娱乐船,,,2022/6/23 18:12,__,,2.3,YU HAN 05,,0.0,11.0,4.0
413336940,2022-06-23 18:14:00,109.49347,18.235035,90.5,4.8,90,0.0,娱乐船,,,2022/6/24 08:45,__,,2.3,YU HAN 05,,0.0,11.0,4.0
413336940,2022-06-23 16:20:00,109.4824133,18.22686667,328.3,0.1,328,0.0,娱乐船,,,2022/6/23 14:52,__,,2.3,YU HAN 05,,0.0,11.0,4.0
413336940,2022-06-23 18:02:00,109.4773683,18.22921833,352.3,0.5,352,0.0,娱乐船,,,2022/6/23 18:12,__,,2.3,YU HAN 05,,0.0,11.0,4.0
413337410,2022-06-23 11:34:00,109.4796233,18.22370333,245.0,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413337410,2022-06-23 09:41:00,109.5009117,18.23357333,310.1,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413337410,2022-06-23 19:51:00,109.5059067,18.23590667,12.6,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413337410,2022-06-23 17:18:00,109.4881467,18.23329833,68.7,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413337410,2022-06-23 12:04:00,109.5062767,18.23396167,59.3,8.8,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413338830,2022-06-23 17:09:00,109.4832467,18.22578833,49.6,0.2,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413338830,2022-06-23 16:46:00,109.50592,18.23470333,207.7,12.6,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413338830,2022-06-23 18:39:00,109.48728,18.23303333,65.1,6.2,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413338830,2022-06-23 18:48:00,109.5013483,18.23302,130.7,9.4,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413338830,2022-06-23 17:48:00,109.4831883,18.22573833,61.8,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,3.0
413378890,2022-06-23 18:28:00,109.5101717,18.23207,265.5,0.0,511,0.0,帆船航行,,,,,,,,,,17.0,10.0
413378890,2022-06-23 12:45:00,109.4826017,18.23176667,238.3,5.0,511,0.0,帆船航行,,,,,,,,,,17.0,10.0
413378890,2022-06-23 14:28:00,109.4757067,18.219215,242.3,0.3,511,0.0,帆船航行,,,,,,,,,,17.0,10.0
413378890,2022-06-23 15:28:00,109.4674083,18.21124,340.6,1.0,511,0.0,帆船航行,,,,,,,,,,17.0,10.0
413378890,2022-06-23 13:03:00,109.4758017,18.21928167,238.1,0.2,511,0.0,帆船航行,,,,,,,,,,17.0,10.0
413438640,2022-06-23 02:01:00,109.484945,18.24821333,84.7,0.3,84,0.0,油轮,,,2022/6/23 23:47,2022/5/7 04:30,SAN YA,1.8,TIAN XING YOU 6,,0.0,53.0,10.0
413438640,2022-06-23 11:36:00,109.48356,18.24795667,150.2,0.1,328,0.0,油轮,,,2022/6/23 23:47,2022/5/7 04:30,SAN YA,1.8,TIAN XING YOU 6,,0.0,53.0,10.0
413438640,2022-06-23 11:18:00,109.4835267,18.24793,111.9,0.2,222,0.0,油轮,,,2022/6/24 05:04,2022/5/7 04:30,SAN YA,1.8,TIAN XING YOU 6,,0.0,53.0,10.0
413438640,2022-06-23 18:26:00,109.48335,18.24784667,238.9,3.4,233,0.0,油轮,,,2022/6/23 23:47,2022/5/7 04:30,SAN YA,1.8,TIAN XING YOU 6,,0.0,53.0,10.0
413438640,2022-06-23 03:28:00,109.4851033,18.24815333,297.4,0.0,297,0.0,油轮,,,2022/6/23 23:47,2022/5/7 04:30,SAN YA,1.8,TIAN XING YOU 6,,0.0,53.0,10.0
413452850,2022-06-23 01:44:00,109.4605467,18.25225,94.8,0.1,159,0.0,备用-用于当地船舶的任务分配,,,2022/6/23 11:18,2022/1/6 19:30,SAN YA,6.0,XIANG YANG HONG10,BKLS,9696199.0,93.0,17.0
413452850,2022-06-23 04:08:00,109.4607667,18.252285,190.4,0.2,192,0.0,备用-用于当地船舶的任务分配,,,2022/6/24 01:19,2022/1/6 19:30,SAN YA,6.0,XIANG YANG HONG10,BKLS,9696199.0,93.0,17.0
413452850,2022-06-23 03:54:00,109.4607033,18.25227167,187.7,0.0,187,0.0,备用-用于当地船舶的任务分配,,,2022/6/24 01:19,2022/1/6 19:30,SAN YA,6.0,XIANG YANG HONG10,BKLS,9696199.0,93.0,17.0
413452850,2022-06-23 20:18:00,109.4601733,18.252325,227.0,0.0,154,0.0,备用-用于当地船舶的任务分配,,,2022/6/23 23:48,2022/1/6 19:30,SAN YA,6.0,XIANG YANG HONG10,BKLS,9696199.0,93.0,17.0
413452850,2022-06-23 21:45:00,109.460285,18.25229167,227.0,0.0,173,0.0,备用-用于当地船舶的任务分配,,,2022/6/24 19:55,2022/1/6 19:30,SAN YA,6.0,XIANG YANG HONG10,BKLS,9696199.0,93.0,17.0
413483250,2022-06-23 15:21:00,109.49364,18.23508333,262.7,7.4,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413483250,2022-06-23 15:22:00,109.4918167,18.23470667,262.3,6.6,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413483250,2022-06-23 12:49:00,109.4787383,18.22655333,360.0,0.1,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413483250,2022-06-23 10:47:00,109.4806033,18.226955,360.0,0.3,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413483250,2022-06-23 13:22:00,109.4783067,18.22723,360.0,0.5,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413488220,2022-06-23 15:32:00,109.5005783,18.23374333,298.3,0.0,298,0.0,帆船航行,,,,,,,,,,13.0,5.0
413488220,2022-06-23 15:42:00,109.485775,18.23337333,249.7,3.7,248,0.0,帆船航行,,,,,,,,,,13.0,5.0
413488220,2022-06-23 16:09:00,109.477775,18.22859667,275.9,5.4,276,0.0,帆船航行,,,,,,,,,,13.0,5.0
413488220,2022-06-23 17:49:00,109.5050767,18.233595,58.1,3.6,58,0.0,帆船航行,,,,,,,,,,13.0,5.0
413488220,2022-06-23 17:47:00,109.5021717,18.23246333,116.1,5.5,116,0.0,帆船航行,,,,,,,,,,13.0,5.0
413492640,2022-06-23 13:29:00,109.4906783,18.23444833,69.8,6.0,71,0.0,娱乐船,,,2022/6/23 18:48,__,,0.8,JIAN LIN 9 HAO,0,0.0,17.0,5.0
413492640,2022-06-23 12:01:00,109.5064533,18.23294167,127.4,0.0,227,0.0,娱乐船,,,2022/6/23 11:26,__,,0.8,JIAN LIN 9 HAO,0,0.0,17.0,5.0
413492640,2022-06-23 18:38:00,109.4860183,18.23243667,66.3,6.8,66,0.0,娱乐船,,,2022/6/23 16:41,__,,0.8,JIAN LIN 9 HAO,0,0.0,17.0,5.0
413492640,2022-06-23 13:30:00,109.493225,18.23504833,87.8,5.8,87,0.0,娱乐船,,,2022/6/23 12:38,__,,0.8,JIAN LIN 9 HAO,0,0.0,17.0,5.0
413492640,2022-06-23 11:18:00,109.4973933,18.23485167,104.2,5.3,105,0.0,娱乐船,,,2022/6/23 12:38,__,,0.8,JIAN LIN 9 HAO,0,0.0,17.0,5.0
413492780,2022-06-23 10:38:00,109.478415,18.22068167,201.3,0.0,201,0.0,帆船航行,,,,,,,,,,14.0,4.0
413492780,2022-06-23 10:39:00,109.4785383,18.22074667,97.1,0.4,97,0.0,帆船航行,,,,,,,,,,14.0,4.0
413492780,2022-06-23 10:06:00,109.4798767,18.220485,79.0,0.2,79,0.0,帆船航行,,,,,,,,,,14.0,4.0
413492780,2022-06-23 11:00:00,109.47851,18.22072667,57.1,0.9,57,0.0,帆船航行,,,,,,,,,,14.0,4.0
413492780,2022-06-23 10:26:00,109.4784467,18.220695,220.2,0.0,220,0.0,帆船航行,,,,,,,,,,14.0,4.0
413492890,2022-06-23 17:21:00,109.484355,18.220425,268.5,0.5,511,0.0,帆船航行,,,,,,,,,,10.0,3.0
413492890,2022-06-23 16:08:00,109.4956483,18.23514,277.4,5.3,511,0.0,帆船航行,,,,,,,,,,10.0,3.0
413492890,2022-06-23 15:34:00,109.486905,18.23241667,70.0,4.2,511,0.0,帆船航行,,,,,,,,,,10.0,3.0
413492890,2022-06-23 09:29:00,109.50569,18.234755,209.9,3.9,511,0.0,帆船航行,,,,,,,,,,10.0,3.0
413492890,2022-06-23 13:32:00,109.5035417,18.23262333,244.7,0.0,511,0.0,帆船航行,,,,,,,,,,10.0,3.0
413522810,2022-06-23 09:16:00,109.4891,18.233845,245.0,6.5,511,800.0,客船,,,2022/6/12 16:24,__,H,0.2,HAI YANG YIN XIANG,TEST,0.0,17.0,6.0
413522810,2022-06-23 12:14:00,109.5000333,18.23428167,360.0,0.1,511,800.0,客船,,,2022/6/24 11:19,__,H,0.2,HAI YANG YIN XIANG,TEST,0.0,17.0,6.0
413522810,2022-06-23 09:16:00,109.4891,18.233845,245.0,6.5,511,800.0,客船,,,2022/6/12 16:24,__,H,0.2,HAI YANG YIN XIANG,TEST,0.0,17.0,6.0
413522810,2022-06-23 12:03:00,109.4953333,18.23515,93.9,7.4,511,800.0,客船,,,2022/6/23 11:38,__,H,0.2,HAI YANG YIN XIANG,TEST,0.0,17.0,6.0
413522810,2022-06-23 11:49:00,109.4808,18.22345667,329.1,0.6,511,800.0,客船,,,2022/6/23 12:02,__,H,0.2,HAI YANG YIN XIANG,TEST,0.0,17.0,6.0
413523050,2022-06-23 11:29:00,109.4789583,18.2243,36.6,7.6,511,0.0,货船,,,,,,,,,,15.0,5.0
413523050,2022-06-23 18:12:00,109.5007683,18.23350667,128.2,6.2,511,0.0,货船,,,,,,,,,,15.0,5.0
413523050,2022-06-23 15:30:00,109.479405,18.22314333,0.0,0.3,511,0.0,货船,,,,,,,,,,15.0,5.0
413523050,2022-06-23 11:34:00,109.4858367,18.23232667,61.1,7.0,511,0.0,货船,,,,,,,,,,15.0,5.0
413523050,2022-06-23 18:00:00,109.480695,18.2267,19.3,7.4,511,0.0,货船,,,,,,,,,,15.0,5.0
413523390,2022-06-23 16:33:00,109.475455,18.22740667,223.8,6.7,511,0.0,娱乐船,,,,,,,,,,13.0,3.0
413523390,2022-06-23 16:40:00,109.4746683,18.219205,112.8,6.8,511,0.0,娱乐船,,,,,,,,,,13.0,3.0
413523390,2022-06-23 11:46:00,109.49173,18.23407667,68.4,7.1,511,0.0,娱乐船,,,,,,,,,,13.0,3.0
413523390,2022-06-23 18:06:00,109.4794683,18.22298333,20.8,7.0,511,0.0,娱乐船,,,,,,,,,,13.0,3.0
413523390,2022-06-23 17:43:00,109.4778783,18.218565,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,3.0
413523630,2022-06-23 16:51:00,109.485185,18.23307167,78.1,6.0,511,0.0,帆船航行,,,,,,,,,,11.0,2.0
413523630,2022-06-23 16:55:00,109.49347,18.23503333,79.2,5.7,511,0.0,帆船航行,,,,,,,,,,11.0,2.0
413523630,2022-06-23 16:29:00,109.4751617,18.22949833,217.4,2.2,511,0.0,帆船航行,,,,,,,,,,11.0,2.0
413523630,2022-06-23 16:09:00,109.5016333,18.23308167,310.5,5.3,511,0.0,帆船航行,,,,,,,,,,11.0,2.0
413523630,2022-06-23 17:00:00,109.5007933,18.23355833,125.8,4.5,511,0.0,帆船航行,,,,,,,,,,11.0,2.0
413523960,2022-06-23 09:52:00,109.50571,18.232155,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,21.0,5.0
413523960,2022-06-23 10:22:00,109.505725,18.23214167,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,21.0,5.0
413523960,2022-06-23 10:04:00,109.5057083,18.23213667,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,21.0,5.0
413523960,2022-06-23 10:16:00,109.505695,18.23216833,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,21.0,5.0
413523960,2022-06-23 10:28:00,109.5057067,18.23216,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,21.0,5.0
413524020,2022-06-23 15:22:00,109.50274,18.232445,267.1,4.8,511,800.0,娱乐船,,,2022/6/23 17:29,2022/12/12 12:40,DONGDAO,1.0,CHAO SHAN ZHI XING,0,0.0,14.0,5.0
413524020,2022-06-23 14:09:00,109.50588,18.23311333,210.2,0.0,511,800.0,娱乐船,,,2022/6/23 17:29,2022/12/12 12:40,DONGDAO,1.0,CHAO SHAN ZHI XING,0,0.0,14.0,5.0
413524020,2022-06-23 14:43:00,109.50588,18.23313667,210.2,0.0,511,800.0,娱乐船,,,2022/6/23 17:29,2022/12/12 12:40,DONGDAO,1.0,CHAO SHAN ZHI XING,0,0.0,14.0,5.0
413524020,2022-06-23 17:28:00,109.5058933,18.23305167,42.0,0.0,511,800.0,娱乐船,,,2022/6/23 17:10,2022/12/12 12:40,DONGDAO,1.0,CHAO SHAN ZHI XING,0,0.0,14.0,5.0
413524020,2022-06-23 15:16:00,109.5058933,18.23314667,210.2,0.0,511,800.0,娱乐船,,,2022/6/23 15:22,2022/12/12 12:40,DONGDAO,1.0,CHAO SHAN ZHI XING,0,0.0,14.0,5.0
413524170,2022-06-23 08:07:00,109.5059133,18.23275167,360.0,0.0,511,800.0,娱乐船,,,2022/6/23 07:40,2022/5/31 10:01,SYG,1.0,HAI ZHI MENG,0,0.0,15.0,6.0
413524170,2022-06-23 14:01:00,109.5059133,18.23278667,360.0,0.0,511,800.0,娱乐船,,,2022/6/24 12:12,2022/5/31 10:01,SYG,1.0,HAI ZHI MENG,0,0.0,15.0,6.0
413524170,2022-06-23 15:50:00,109.5058933,18.23277833,360.0,0.0,511,800.0,娱乐船,,,2022/6/23 16:39,2022/5/31 10:01,SYG,1.0,HAI ZHI MENG,0,0.0,15.0,6.0
413524170,2022-06-23 12:35:00,109.5059133,18.23275,360.0,0.0,511,800.0,娱乐船,,,2022/6/23 17:03,2022/5/31 10:01,SYG,1.0,HAI ZHI MENG,0,0.0,15.0,6.0
413524170,2022-06-23 15:09:00,109.5058933,18.23277167,360.0,0.0,511,800.0,娱乐船,,,2022/6/23 17:03,2022/5/31 10:01,SYG,1.0,HAI ZHI MENG,0,0.0,15.0,6.0
413524310,2022-06-23 09:57:00,109.50394,18.23358167,360.0,0.5,511,800.0,娱乐船,,,2022/6/23 13:29,2022/2/9 10:00,RRSGDAO,1.0,LI BAI JIA,0,0.0,15.0,5.0
413524310,2022-06-23 09:19:00,109.5039267,18.233605,360.0,0.0,511,800.0,娱乐船,,,2022/6/23 13:29,2022/2/9 10:00,RRSGDAO,1.0,LI BAI JIA,0,0.0,15.0,5.0
413524310,2022-06-23 11:32:00,109.5039267,18.23365667,360.0,0.9,511,800.0,娱乐船,,,2022/6/23 13:29,2022/2/9 10:00,RRSGDAO,1.0,LI BAI JIA,0,0.0,15.0,5.0
413524310,2022-06-23 11:42:00,109.5039267,18.23365167,360.0,0.1,511,800.0,娱乐船,,,2022/6/23 13:29,2022/2/9 10:00,RRSGDAO,1.0,LI BAI JIA,0,0.0,15.0,5.0
413524310,2022-06-23 10:23:00,109.50332,18.23378,360.0,1.6,511,800.0,娱乐船,,,2022/6/23 10:29,2022/2/9 10:00,RRSGDAO,1.0,LI BAI JIA,0,0.0,15.0,5.0
413524430,2022-06-23 16:08:00,109.4982133,18.23487167,281.3,6.7,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413524430,2022-06-23 08:49:00,109.5060467,18.23362167,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413524430,2022-06-23 09:15:00,109.4984133,18.23480333,292.6,6.6,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413524430,2022-06-23 10:11:00,109.47614,18.22458667,0.0,0.1,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413524430,2022-06-23 18:27:00,109.4927933,18.23541833,78.6,6.2,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413524530,2022-06-23 12:32:00,109.4958033,18.235755,297.8,4.8,511,0.0,帆船航行,,,,,,,,,,14.0,8.0
413524530,2022-06-23 12:30:00,109.4990433,18.2345,297.4,4.5,511,0.0,帆船航行,,,,,,,,,,14.0,8.0
413524530,2022-06-23 15:12:00,109.5045217,18.23287,44.3,3.8,511,0.0,帆船航行,,,,,,,,,,14.0,8.0
413524530,2022-06-23 15:04:00,109.4955883,18.23493833,99.2,4.6,511,0.0,帆船航行,,,,,,,,,,14.0,8.0
413524530,2022-06-23 14:49:00,109.4792817,18.22545167,29.9,5.7,511,0.0,帆船航行,,,,,,,,,,14.0,8.0
413524590,2022-06-23 15:16:00,109.4850633,18.23311833,247.2,5.5,511,0.0,娱乐船,,,,,,,,,,13.0,4.0
413524590,2022-06-23 14:01:00,109.4780817,18.22096667,40.3,3.3,511,0.0,娱乐船,,,,,,,,,,13.0,4.0
413524590,2022-06-23 14:28:00,109.5061133,18.23248333,36.5,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,4.0
413524590,2022-06-23 10:20:00,109.4781033,18.22144667,213.2,3.9,511,0.0,娱乐船,,,,,,,,,,13.0,4.0
413524590,2022-06-23 08:28:00,109.506115,18.232325,220.3,0.1,511,0.0,娱乐船,,,,,,,,,,13.0,4.0
413524810,2022-06-23 09:57:00,109.4791933,18.21436333,0.0,1.3,511,0.0,帆船航行,,,,,,,,,,20.0,11.0
413524810,2022-06-23 15:00:00,109.47922,18.21436833,0.0,0.1,511,0.0,帆船航行,,,,,,,,,,20.0,11.0
413524810,2022-06-23 15:00:00,109.47922,18.21436833,0.0,0.1,511,0.0,帆船航行,,,,,,,,,,20.0,11.0
413524810,2022-06-23 09:57:00,109.4791933,18.21436333,0.0,1.3,511,0.0,帆船航行,,,,,,,,,,20.0,11.0
413524810,2022-06-23 08:22:00,109.479095,18.214375,360.0,0.0,511,0.0,帆船航行,,,,,,,,,,20.0,11.0
413525110,2022-06-23 16:47:00,109.4741333,18.220915,60.7,11.3,511,0.0,娱乐船,,,2022/6/23 17:33,2022/1/1 00:00,SAN YA,0.8,LAN JING 8 HAO,,0.0,13.0,4.0
413525110,2022-06-23 17:09:00,109.4741,18.22086667,56.7,10.0,511,0.0,娱乐船,,,2022/6/24 16:05,2022/1/1 00:00,SAN YA,0.8,LAN JING 8 HAO,,0.0,13.0,4.0
413525110,2022-06-23 16:57:00,109.4741167,18.22089833,135.9,0.1,511,0.0,娱乐船,,,2022/6/24 15:39,2022/1/1 00:00,SAN YA,0.8,LAN JING 8 HAO,,0.0,13.0,4.0
413525110,2022-06-23 17:33:00,109.4743167,18.220815,68.3,13.0,511,0.0,娱乐船,,,2022/6/24 16:20,2022/1/1 00:00,SAN YA,0.8,LAN JING 8 HAO,,0.0,13.0,4.0
413525110,2022-06-23 13:08:00,109.4776167,18.221965,100.9,0.0,511,0.0,娱乐船,,,2022/6/23 17:33,2022/1/1 00:00,SAN YA,0.8,LAN JING 8 HAO,,0.0,13.0,4.0
413525460,2022-06-23 10:34:00,109.5054133,18.23580167,341.4,1.4,511,0.0,帆船航行,,,,,,,,,,15.0,5.0
413525460,2022-06-23 09:44:00,109.5054467,18.2358,147.8,0.1,511,0.0,帆船航行,,,,,,,,,,15.0,5.0
413525460,2022-06-23 15:24:00,109.5053333,18.23583,318.2,0.1,511,0.0,帆船航行,,,,,,,,,,15.0,5.0
413525460,2022-06-23 09:38:00,109.5053933,18.23578167,151.8,0.3,511,0.0,帆船航行,,,,,,,,,,15.0,5.0
413525460,2022-06-23 08:39:00,109.5054467,18.23569833,295.9,0.0,511,0.0,帆船航行,,,,,,,,,,15.0,5.0
413525660,2022-06-23 15:55:00,109.478075,18.21959167,360.0,0.1,511,800.0,其他,,,2022/6/23 15:49,__,,0.8,KANG DA 7 HAO,,0.0,27.0,6.0
413525660,2022-06-23 17:47:00,109.49608,18.23532333,101.5,6.1,511,800.0,其他,,,2022/6/23 17:37,__,,0.8,KANG DA 7 HAO,,0.0,27.0,6.0
413525660,2022-06-23 17:34:00,109.4768817,18.22268833,355.4,7.3,511,800.0,其他,,,2022/6/23 18:02,__,,0.8,KANG DA 7 HAO,,0.0,27.0,6.0
413525660,2022-06-23 17:55:00,109.507365,18.22917333,97.3,4.8,511,800.0,其他,,,2022/6/23 17:37,__,,0.8,KANG DA 7 HAO,,0.0,27.0,6.0
413525660,2022-06-23 16:24:00,109.4780667,18.219605,360.0,0.4,511,800.0,其他,,,2022/6/23 18:02,__,,0.8,KANG DA 7 HAO,,0.0,27.0,6.0
413526110,2022-06-23 15:02:00,109.5012683,18.23330833,306.7,5.1,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413526110,2022-06-23 11:22:00,109.491045,18.23493667,76.1,7.5,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413526110,2022-06-23 15:51:00,109.4753517,18.22017333,56.0,0.1,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413526110,2022-06-23 17:36:00,109.478055,18.225385,34.1,7.9,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413526110,2022-06-23 09:55:00,109.4724733,18.22213667,162.9,4.3,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413526830,2022-06-23 17:37:00,109.5055167,18.235725,300.3,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413526830,2022-06-23 17:22:00,109.5054633,18.23571333,300.3,0.1,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413526830,2022-06-23 17:58:00,109.5055833,18.23575333,300.3,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413526830,2022-06-23 18:25:00,109.5055617,18.23570167,229.0,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413526830,2022-06-23 18:21:00,109.505535,18.23570667,229.0,0.0,511,0.0,娱乐船,,,,,,,,,,11.0,4.0
413526950,2022-06-23 19:01:00,109.4965983,18.23494,99.8,6.8,511,0.0,娱乐船,,,,,,,,,,15.0,4.0
413526950,2022-06-23 09:25:00,109.4834167,18.23446167,288.5,0.8,511,0.0,娱乐船,,,,,,,,,,15.0,4.0
413526950,2022-06-23 19:01:00,109.4965983,18.23494,99.8,6.8,511,0.0,娱乐船,,,,,,,,,,15.0,4.0
413526950,2022-06-23 08:31:00,109.506055,18.23323833,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,15.0,4.0
413526950,2022-06-23 19:05:00,109.504015,18.232825,57.0,0.0,511,0.0,娱乐船,,,,,,,,,,15.0,4.0
413527410,2022-06-23 08:11:00,109.50575,18.233175,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,5.0
413527410,2022-06-23 14:43:00,109.5065867,18.23245833,327.3,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,5.0
413527410,2022-06-23 11:49:00,109.5058333,18.23313333,327.3,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,5.0
413527410,2022-06-23 16:15:00,109.4793883,18.21875667,62.8,0.6,511,0.0,娱乐船,,,,,,,,,,13.0,5.0
413527410,2022-06-23 14:13:00,109.5062,18.23237,327.3,0.0,511,0.0,娱乐船,,,,,,,,,,13.0,5.0
413527570,2022-06-23 14:59:00,109.4963283,18.23471167,284.0,6.5,511,0.0,娱乐船,,,,,,,,,,12.0,4.0
413527570,2022-06-23 16:44:00,109.5035833,18.23261667,58.7,6.0,511,0.0,娱乐船,,,,,,,,,,12.0,4.0
413527570,2022-06-23 14:12:00,109.5067767,18.23442,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,12.0,4.0
413527570,2022-06-23 17:07:00,109.5067667,18.23440833,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,12.0,4.0
413527570,2022-06-23 15:08:00,109.481145,18.22937,234.5,0.0,511,0.0,娱乐船,,,,,,,,,,12.0,4.0
413528570,2022-06-23 23:17:00,109.4777233,18.21355,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,24.0,7.0
413528570,2022-06-23 05:46:00,109.4777083,18.213595,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,24.0,7.0
413528570,2022-06-23 08:54:00,109.4777217,18.21361333,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,24.0,7.0
413528570,2022-06-23 01:24:00,109.4777317,18.21355,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,24.0,7.0
413528570,2022-06-23 01:11:00,109.47777,18.21352333,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,24.0,7.0
413699820,2022-06-23 18:05:00,109.5052133,18.23167167,265.0,0.2,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413699820,2022-06-23 15:07:00,109.49826,18.23460333,284.0,6.8,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413699820,2022-06-23 16:10:00,109.4811733,18.21975,180.9,0.3,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413699820,2022-06-23 18:34:00,109.5052,18.231655,289.3,0.1,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413699820,2022-06-23 15:10:00,109.4922467,18.23514667,253.5,6.9,511,0.0,娱乐船,,,,,,,,,,19.0,5.0
413702590,2022-06-23 09:54:00,109.5119567,18.23070667,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,16.0,4.0
413702590,2022-06-23 13:30:00,109.5119533,18.23067167,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,16.0,4.0
413702590,2022-06-23 18:51:00,109.49785,18.2346,97.5,5.1,511,0.0,娱乐船,,,,,,,,,,16.0,4.0
413702590,2022-06-23 10:32:00,109.504075,18.23085167,301.0,0.0,511,0.0,娱乐船,,,,,,,,,,16.0,4.0
413702590,2022-06-23 16:35:00,109.48303,18.22497667,360.0,3.8,511,0.0,娱乐船,,,,,,,,,,16.0,4.0
413705830,2022-06-23 17:34:00,109.505095,18.232555,106.3,11.5,105,0.0,娱乐船,,,,,,,,,,20.0,5.0
