mmsi,updatetime,经度,纬度,航向,速度,艏向,转向率,数据类型,航行状态,异常信息,静态信息更新时间,汇报ETA时间,汇报目的港,吃水,船名,呼号,imo号,船长,船宽
413705830,2022-06-23 16:41:00,109.4802567,18.21908167,203.7,0.2,203,0.0,娱乐船,,,,,,,,,,20.0,5.0
413705830,2022-06-23 14:50:00,109.5055933,18.2326,288.6,0.0,288,0.0,娱乐船,,,,,,,,,,20.0,5.0
413705830,2022-06-23 15:28:00,109.4805717,18.21897333,341.8,8.0,341,0.0,娱乐船,,,,,,,,,,20.0,5.0
413705830,2022-06-23 16:01:00,109.4802883,18.21896,203.0,0.3,203,0.0,娱乐船,,,,,,,,,,20.0,5.0
413788313,2022-06-23 10:40:00,109.5084867,18.23048,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413788313,2022-06-23 10:10:00,109.5084867,18.230455,158.4,0.2,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413788313,2022-06-23 10:13:00,109.5085,18.23044833,0.0,0.1,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413788313,2022-06-23 09:43:00,109.50854,18.23045167,115.9,0.3,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413788313,2022-06-23 10:07:00,109.5085,18.23044333,130.9,0.3,511,0.0,娱乐船,,,,,,,,,,18.0,5.0
413788315,2022-06-23 11:38:00,109.4888383,18.23392833,68.4,5.1,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413788315,2022-06-23 17:12:00,109.49906,18.234195,103.3,4.9,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413788315,2022-06-23 09:22:00,109.491495,18.23535,251.6,5.2,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413788315,2022-06-23 09:59:00,109.4722217,18.21984167,189.4,0.5,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413788315,2022-06-23 11:56:00,109.50526,18.23234833,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,15.0,5.0
413788332,2022-06-23 16:56:00,109.5032783,18.23151333,130.7,6.1,511,0.0,娱乐船,,,,,,,,,,17.0,5.0
413788332,2022-06-23 15:02:00,109.5005183,18.23383333,296.3,6.3,511,0.0,娱乐船,,,,,,,,,,17.0,5.0
413788332,2022-06-23 11:10:00,109.505965,18.230105,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,17.0,5.0
413788332,2022-06-23 10:28:00,109.5059467,18.2301,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,17.0,5.0
413788332,2022-06-23 16:54:00,109.500505,18.233665,115.7,5.9,511,0.0,娱乐船,,,,,,,,,,17.0,5.0
413788454,2022-06-23 10:20:00,109.504895,18.23171167,101.1,0.1,511,0.0,帆船航行,,,,,,,,,,18.0,5.0
413788454,2022-06-23 10:44:00,109.5048667,18.23169667,50.2,0.0,511,0.0,帆船航行,,,,,,,,,,18.0,5.0
413788454,2022-06-23 10:03:00,109.5049017,18.23167667,360.0,0.0,511,0.0,帆船航行,,,,,,,,,,18.0,5.0
413788454,2022-06-23 10:41:00,109.5048967,18.231675,50.2,0.0,511,0.0,帆船航行,,,,,,,,,,18.0,5.0
413788454,2022-06-23 10:59:00,109.5048783,18.23169333,50.2,0.0,511,0.0,帆船航行,,,,,,,,,,18.0,5.0
477991638,2022-06-23 17:59:00,109.4784233,18.21315167,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,23.0,11.0
477991638,2022-06-23 08:20:00,109.4783867,18.21316667,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,23.0,11.0
477991638,2022-06-23 10:53:00,109.4784117,18.21319833,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,23.0,11.0
477991638,2022-06-23 08:44:00,109.4783967,18.21317833,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,23.0,11.0
477991638,2022-06-23 19:35:00,109.4784417,18.21318667,360.0,0.0,511,0.0,娱乐船,,,,,,,,,,23.0,11.0
533002110,2022-06-23 14:05:00,109.477785,18.21312,9.5,0.0,511,0.0,娱乐船,,,,,,,,,,35.0,10.0
533002110,2022-06-23 20:41:00,109.4778033,18.21310333,290.3,0.0,511,0.0,娱乐船,,,,,,,,,,35.0,10.0
533002110,2022-06-23 19:21:00,109.4793133,18.22075167,357.5,0.6,511,0.0,娱乐船,,,,,,,,,,35.0,10.0
533002110,2022-06-23 22:37:00,109.4777933,18.21307,0.0,0.0,511,0.0,娱乐船,,,,,,,,,,35.0,10.0
533002110,2022-06-23 17:11:00,109.4598967,18.220935,146.3,0.3,511,0.0,娱乐船,,,,,,,,,,35.0,10.0







